name,type,rating,tags,contestId,points,solvedCount,index
Skyscrapers (easy version),PROGRAMMING,1500,"['brute force', 'data structures', 'dp', 'greedy']",1313,1000.0,9972,C1
Array Shrinking,PROGRAMMING,2100,"['dp', 'greedy']",1312,,5440,E
Recommendations,PROGRAMMING,1700,"['data structures', 'greedy', 'sortings']",1310,500.0,4863,A
Cow and Fields,PROGRAMMING,1900,"['binary search', 'data structures', 'dfs and similar', 'graphs', 'greedy', 'shortest paths', 'sortings']",1307,2000.0,5923,D
Cow and Friend,PROGRAMMING,1300,"['geometry', 'greedy', 'math']",1307,1000.0,12852,B
Kuroni the Private Tutor,PROGRAMMING,3500,"['binary search', 'greedy']",1305,4000.0,105,H
Kuroni and Simple Strings,PROGRAMMING,1200,"['constructive algorithms', 'greedy', 'strings', 'two pointers']",1305,1000.0,11213,B
Kuroni and the Gifts,PROGRAMMING,800,"['brute force', 'constructive algorithms', 'greedy', 'sortings']",1305,500.0,13699,A
Animal Observation (hard version),PROGRAMMING,2400,"['data structures', 'dp', 'greedy']",1304,1000.0,1269,F2
Shortest and Longest LIS,PROGRAMMING,1800,"['constructive algorithms', 'graphs', 'greedy', 'two pointers']",1304,1750.0,5995,D
Fill The Bag,PROGRAMMING,1900,"['bitmasks', 'greedy']",1303,,6714,D
Ayoub's function,PROGRAMMING,1700,"['binary search', 'combinatorics', 'greedy', 'math', 'strings']",1301,1250.0,8975,C
Motarack's Birthday,PROGRAMMING,1500,"['binary search', 'greedy', 'ternary search']",1301,1000.0,13751,B
Water Balance,PROGRAMMING,2100,"['data structures', 'geometry', 'greedy']",1299,1250.0,3553,C
Anu Has a Function,PROGRAMMING,1500,"['brute force', 'greedy', 'math']",1299,500.0,11527,A
Berland Beauty,PROGRAMMING,2100,"['constructive algorithms', 'dfs and similar', 'greedy', 'sortings', 'trees']",1296,,2606,F
String Coloring (easy version),PROGRAMMING,1800,"['constructive algorithms', 'dp', 'graphs', 'greedy', 'sortings']",1296,,6998,E1
Fight with Monsters,PROGRAMMING,1500,"['greedy', 'sortings']",1296,,13723,D
Obtain The String,PROGRAMMING,1600,"['dp', 'greedy', 'strings']",1295,,12450,C
Display The Number,PROGRAMMING,900,['greedy'],1295,,22137,A
Three Paths on a Tree,PROGRAMMING,2000,"['dfs and similar', 'dp', 'greedy', 'trees']",1294,,5239,F
JOE is on TV!,PROGRAMMING,1000,"['combinatorics', 'greedy', 'math']",1293,750.0,20635,B
Rin and The Unknown Flower,PROGRAMMING,3500,"['constructive algorithms', 'greedy', 'interactive', 'math']",1292,2250.0,321,E
Xenon's Attack on the Gangs,PROGRAMMING,2300,"['combinatorics', 'dfs and similar', 'dp', 'greedy', 'trees']",1292,1250.0,1821,C
Even But Not Even,PROGRAMMING,900,"['greedy', 'math', 'strings']",1291,500.0,18879,A
Numbers on Tree,PROGRAMMING,1800,"['constructive algorithms', 'data structures', 'dfs and similar', 'graphs', 'greedy', 'trees']",1286,1000.0,4315,B
Garland,PROGRAMMING,1800,"['dp', 'greedy', 'sortings']",1286,500.0,8283,A
Dr. Evil Underscores,PROGRAMMING,1900,"['bitmasks', 'brute force', 'dfs and similar', 'divide and conquer', 'dp', 'greedy', 'strings', 'trees']",1285,1750.0,7225,D
DIY Garland,PROGRAMMING,2200,"['constructive algorithms', 'greedy', 'trees']",1283,,1562,F
New Year Parties,PROGRAMMING,1800,"['dp', 'greedy']",1283,,6176,E
Christmas Trees,PROGRAMMING,1800,"['graphs', 'greedy', 'shortest paths']",1283,,7316,D
Petya and Exam,PROGRAMMING,1800,"['greedy', 'sortings', 'two pointers']",1282,1750.0,4037,C
K for the Price of One (Hard Version),PROGRAMMING,1600,"['dp', 'greedy', 'sortings']",1282,1000.0,9725,B2
K for the Price of One (Easy Version),PROGRAMMING,1400,"['dp', 'greedy', 'sortings']",1282,500.0,11083,B1
Azamon Web Services,PROGRAMMING,1600,['greedy'],1281,1250.0,7943,B
Miss Punyverse,PROGRAMMING,2500,"['dp', 'greedy', 'trees']",1280,1750.0,911,D
Jeremy Bearimy,PROGRAMMING,2000,"['dfs and similar', 'graphs', 'greedy', 'trees']",1280,1500.0,2422,C
A and B,PROGRAMMING,1500,"['greedy', 'math']",1278,,12759,B
Beautiful Rectangle,PROGRAMMING,2300,"['brute force', 'combinatorics', 'constructive algorithms', 'data structures', 'greedy', 'math']",1276,1250.0,1400,C
As Simple as One and Two,PROGRAMMING,1400,"['dp', 'greedy']",1276,500.0,11935,A
Three Friends,PROGRAMMING,900,"['brute force', 'greedy', 'math', 'sortings']",1272,,19862,A
Blocks,PROGRAMMING,1300,"['greedy', 'math']",1271,1000.0,11010,B
Suits,PROGRAMMING,800,"['brute force', 'greedy', 'math']",1271,500.0,14592,A
Interesting Subarray,PROGRAMMING,1200,"['constructive algorithms', 'greedy', 'math']",1270,1000.0,15849,B
Card Game,PROGRAMMING,800,"['games', 'greedy', 'math']",1270,500.0,16528,A
Domino for Young,PROGRAMMING,2000,"['dp', 'greedy', 'math']",1268,1000.0,5540,B
Elections,PROGRAMMING,1700,['greedy'],1267,,2935,E
Beautiful String,PROGRAMMING,1000,"['constructive algorithms', 'greedy']",1265,500.0,14695,A
Beautiful Sequence,PROGRAMMING,1900,"['brute force', 'constructive algorithms', 'greedy']",1264,1000.0,5518,B
Tournament,PROGRAMMING,2400,"['brute force', 'dp', 'greedy']",1260,,1590,E
A Game with Traps,PROGRAMMING,1900,"['binary search', 'dp', 'greedy', 'sortings']",1260,,3569,D
The Contest,PROGRAMMING,2000,"['data structures', 'dp', 'greedy']",1257,,4090,E
Yet Another Monster Killing Problem,PROGRAMMING,1700,"['binary search', 'data structures', 'dp', 'greedy', 'sortings', 'two pointers']",1257,,7160,D
Two Rival Students,PROGRAMMING,800,"['greedy', 'math']",1257,,19963,A
Yet Another Division Into Teams,PROGRAMMING,2000,"['dp', 'greedy', 'sortings']",1256,,3842,E
Binary String Minimizing,PROGRAMMING,1500,['greedy'],1256,,11647,D
Platforms Jumping,PROGRAMMING,1700,['greedy'],1256,,6616,C
Minimize the Permutation,PROGRAMMING,1400,['greedy'],1256,,12726,B
Antenna Coverage,PROGRAMMING,2200,"['data structures', 'dp', 'greedy', 'sortings']",1253,2250.0,2580,E
Harmonious Graph,PROGRAMMING,1700,"['constructive algorithms', 'dfs and similar', 'dsu', 'graphs', 'greedy', 'sortings']",1253,1750.0,8748,D
Sweets Eating,PROGRAMMING,1500,"['dp', 'greedy', 'math', 'sortings']",1253,1500.0,13704,C
Songwriter,PROGRAMMING,2200,"['greedy', 'two pointers']",1252,,1205,E
Voting (Hard Version),PROGRAMMING,2400,"['binary search', 'data structures', 'greedy']",1251,,2320,E2
Voting (Easy Version),PROGRAMMING,2300,"['data structures', 'dp', 'greedy']",1251,,2072,E1
Salary Changing,PROGRAMMING,1900,"['binary search', 'greedy', 'sortings']",1251,,5587,D
Minimize The Integer,PROGRAMMING,1600,"['greedy', 'two pointers']",1251,,11542,C
Binary Palindromes,PROGRAMMING,1400,"['greedy', 'strings']",1251,,10685,B
Wires,PROGRAMMING,2000,"['dfs and similar', 'graphs', 'greedy']",1250,,1538,N
Divide The Students,PROGRAMMING,1500,"['binary search', 'greedy', 'math']",1250,,4000,L
The Parade,PROGRAMMING,1800,"['binary search', 'greedy']",1250,,2832,J
Show Must Go On,PROGRAMMING,3100,"['binary search', 'brute force', 'greedy', 'shortest paths']",1250,,124,I
Discarding Game,PROGRAMMING,2300,"['dp', 'greedy', 'two pointers']",1250,,707,G
The Feast and the Bus,PROGRAMMING,1800,"['brute force', 'constructive algorithms', 'greedy', 'math']",1250,,2549,B
Too Many Segments (hard version),PROGRAMMING,1800,"['data structures', 'greedy', 'sortings']",1249,,4825,D2
Too Many Segments (easy version),PROGRAMMING,1800,['greedy'],1249,,4776,D1
Good Numbers (hard version),PROGRAMMING,1500,"['binary search', 'greedy', 'math', 'meet-in-the-middle']",1249,,12132,C2
Grow The Tree,PROGRAMMING,900,"['greedy', 'math', 'sortings']",1248,1000.0,16400,B
Shichikuji and Power Grid,PROGRAMMING,1900,"['dsu', 'graphs', 'greedy', 'shortest paths', 'trees']",1245,1750.0,6777,D
Restricted RPS,PROGRAMMING,1200,"['constructive algorithms', 'dp', 'greedy']",1245,750.0,13404,B
Running in Pairs,PROGRAMMING,2400,"['constructive algorithms', 'greedy', 'math']",1244,3000.0,1258,G
Minimizing Difference,PROGRAMMING,2000,"['binary search', 'constructive algorithms', 'greedy', 'sortings', 'ternary search', 'two pointers']",1244,2500.0,4732,E
Adilbek and the Watering System,PROGRAMMING,2700,"['data structures', 'greedy', 'sortings']",1238,,386,G
Standard Free2play,PROGRAMMING,1600,"['dp', 'greedy', 'math']",1238,,7071,C
Kill `Em All,PROGRAMMING,1300,"['greedy', 'sortings']",1238,,13044,B
Balanced Distribution,PROGRAMMING,3500,"['data structures', 'dp', 'greedy']",1237,3750.0,109,G
Balanced Removals (Easier),PROGRAMMING,1700,"['constructive algorithms', 'geometry', 'greedy']",1237,750.0,5839,C1
Stones,PROGRAMMING,800,"['brute force', 'greedy', 'math']",1236,500.0,15731,A
Middle-Out,PROGRAMMING,2200,"['constructive algorithms', 'greedy', 'strings']",1231,1750.0,672,E
Increasing Matrix,PROGRAMMING,1100,['greedy'],1231,1000.0,3453,C
Optimal Subsequences (Hard Version),PROGRAMMING,1800,"['data structures', 'greedy']",1227,1500.0,4206,D2
Optimal Subsequences (Easy Version),PROGRAMMING,1600,"['data structures', 'greedy']",1227,500.0,6096,D1
Tree Factory,PROGRAMMING,2500,"['constructive algorithms', 'greedy', 'trees']",1225,3250.0,861,F
Sequence Sorting,PROGRAMMING,2000,"['dp', 'greedy', 'two pointers']",1223,2000.0,3915,D
Save the Nature,PROGRAMMING,1600,"['binary search', 'greedy']",1223,1500.0,7643,C
Knights,PROGRAMMING,1100,"['constructive algorithms', 'greedy']",1221,,11544,B
2048 Game,PROGRAMMING,1000,"['brute force', 'greedy', 'math']",1221,,16253,A
Tourism,PROGRAMMING,2200,"['dfs and similar', 'dp', 'dsu', 'graphs', 'greedy', 'trees']",1220,2750.0,2526,E
Substring Game in the Lesson,PROGRAMMING,1300,"['games', 'greedy', 'strings']",1220,1500.0,9849,C
Workout plan,PROGRAMMING,1500,"['data structures', 'greedy']",1218,,2865,F
Zmei Gorynich,PROGRAMMING,1600,"['greedy', 'math']",1217,,10863,B
Wi-Fi,PROGRAMMING,2100,"['data structures', 'dp', 'greedy']",1216,,2309,F
Ticket Game,PROGRAMMING,1700,"['games', 'greedy', 'math']",1215,2000.0,5950,D
Swap Letters,PROGRAMMING,1500,"['constructive algorithms', 'greedy']",1215,1750.0,10748,C
Employment,PROGRAMMING,2700,"['greedy', 'sortings']",1214,3000.0,421,F
Bad Sequence,PROGRAMMING,1200,"['data structures', 'greedy']",1214,1500.0,12766,C
Marcin and Training Camp,PROGRAMMING,1700,"['brute force', 'greedy']",1210,500.0,5651,B
Moving Walkways,PROGRAMMING,3300,"['data structures', 'greedy', 'math']",1209,4000.0,132,H
Rotate Columns (hard version),PROGRAMMING,2500,"['bitmasks', 'dp', 'greedy', 'sortings']",1209,1500.0,1834,E2
Rotate Columns (easy version),PROGRAMMING,2000,"['bitmasks', 'brute force', 'dp', 'greedy', 'sortings']",1209,1000.0,2698,E1
Bits And Pieces,PROGRAMMING,2600,"['bitmasks', 'dfs and similar', 'dp', 'greedy']",1208,2500.0,2053,F
Gas Pipeline,PROGRAMMING,1500,"['dp', 'greedy']",1207,,9464,C
Almost Equal,PROGRAMMING,1200,"['constructive algorithms', 'greedy', 'math']",1205,500.0,13776,A
Kirk and a Binary String (hard version),PROGRAMMING,2100,"['data structures', 'greedy', 'math', 'strings']",1204,750.0,2958,D2
Kirk and a Binary String (easy version),PROGRAMMING,2000,"['brute force', 'greedy', 'strings']",1204,1500.0,2836,D1
"Anna, Svyatoslav and Maps",PROGRAMMING,1700,"['dp', 'graphs', 'greedy', 'shortest paths']",1204,1250.0,6408,C
Mislove Has Lost an Array,PROGRAMMING,900,"['greedy', 'math']",1204,750.0,17047,B
Complete the Projects (hard version),PROGRAMMING,2300,"['dp', 'greedy']",1203,,2569,F2
Complete the Projects (easy version),PROGRAMMING,2100,['greedy'],1203,,3212,F1
Boxers,PROGRAMMING,1500,"['greedy', 'sortings']",1203,,13315,E
Equal Rectangles,PROGRAMMING,1200,"['greedy', 'math']",1203,,15477,B
You Are Given Two Binary Strings...,PROGRAMMING,1100,"['bitmasks', 'greedy']",1202,,8710,A
Maximum Median,PROGRAMMING,1400,"['binary search', 'greedy', 'math', 'sortings']",1201,1500.0,20859,C
Zero Array,PROGRAMMING,1500,"['greedy', 'math']",1201,1000.0,17409,B
Block Adventure,PROGRAMMING,1200,"['dp', 'greedy']",1200,1000.0,13554,B
Matching vs  Independent Set,PROGRAMMING,2000,"['constructive algorithms', 'graphs', 'greedy', 'sortings']",1198,1250.0,3230,C
Yet Another Subarray Problem,PROGRAMMING,1900,"['dp', 'greedy', 'math']",1197,,5053,D
Array Splitting,PROGRAMMING,1400,"['greedy', 'sortings']",1197,,13475,C
DIY Wooden Ladder,PROGRAMMING,900,"['greedy', 'math', 'sortings']",1197,,13208,A
Drinks Choosing,PROGRAMMING,1000,"['greedy', 'math']",1195,500.0,12310,A
Tokitsukaze and Explosion,PROGRAMMING,3100,"['binary search', 'greedy']",1190,2250.0,220,E
Tokitsukaze and Duel,PROGRAMMING,2300,"['brute force', 'games', 'greedy']",1190,1500.0,1775,C
Number Circle,PROGRAMMING,1100,"['greedy', 'math', 'sortings']",1189,1000.0,13581,B
Vus the Cossack and Numbers,PROGRAMMING,1500,"['constructive algorithms', 'greedy', 'math']",1186,1750.0,8682,D
Exam in BerSU (hard version),PROGRAMMING,1700,"['brute force', 'data structures', 'greedy', 'math']",1185,750.0,7117,C2
Exam in BerSU (easy version),PROGRAMMING,1200,"['greedy', 'sortings']",1185,1000.0,11023,C1
Candy Box (easy version),PROGRAMMING,1400,"['greedy', 'sortings']",1183,,13069,D
Beautiful Lyrics,PROGRAMMING,1700,"['data structures', 'greedy', 'strings']",1182,1250.0,4373,C
A Story of One Country (Hard),PROGRAMMING,3000,"['brute force', 'greedy', 'sortings']",1181,750.0,255,E2
Chunga-Changa,PROGRAMMING,1000,"['greedy', 'math']",1181,500.0,13022,A
Archaeology,PROGRAMMING,1900,"['brute force', 'constructive algorithms', 'greedy', 'strings']",1178,2000.0,4095,E
Tiles,PROGRAMMING,1300,"['combinatorics', 'greedy', 'math']",1178,1250.0,11102,C
Prime Minister,PROGRAMMING,800,['greedy'],1178,500.0,10115,A
Array Splitting,PROGRAMMING,1900,"['greedy', 'sortings']",1175,,5594,D
Electrification,PROGRAMMING,1600,"['binary search', 'brute force', 'greedy']",1175,,6570,C
Ehab Fails to Be Thanos,PROGRAMMING,1000,"['constructive algorithms', 'greedy', 'sortings']",1174,500.0,17098,A
Nauuo and Chess,PROGRAMMING,1100,"['constructive algorithms', 'greedy']",1173,1000.0,8736,B
Nauuo and Votes,PROGRAMMING,800,['greedy'],1173,500.0,15855,A
Increasing by Modulo,PROGRAMMING,1700,"['binary search', 'greedy']",1168,500.0,6255,A
Bicolored RBS,PROGRAMMING,1500,"['constructive algorithms', 'greedy']",1167,,6674,D
Telephone Number,PROGRAMMING,800,"['brute force', 'greedy', 'strings']",1167,,18552,A
Cute Sequences,PROGRAMMING,2200,"['binary search', 'brute force', 'greedy', 'math']",1166,2250.0,1992,D
Silent Classroom,PROGRAMMING,900,"['combinatorics', 'greedy']",1166,500.0,13762,A
Microtransactions (easy version),PROGRAMMING,2000,"['binary search', 'greedy']",1165,,1753,F1
Two Arrays and Sum of Functions,PROGRAMMING,1600,"['greedy', 'math', 'sortings']",1165,,7601,E
Good String,PROGRAMMING,1300,['greedy'],1165,,12472,C
Polycarp Training,PROGRAMMING,1000,"['data structures', 'greedy', 'sortings']",1165,,20054,B
Eating Soup,PROGRAMMING,900,"['greedy', 'math']",1163,500.0,12537,A
Double Matrix,PROGRAMMING,1400,"['brute force', 'greedy']",1162,1000.0,5619,B
Winding polygonal line,PROGRAMMING,2600,"['constructive algorithms', 'geometry', 'greedy', 'math']",1158,1500.0,655,D
Permutation recovery,PROGRAMMING,2100,"['constructive algorithms', 'data structures', 'dfs and similar', 'graphs', 'greedy', 'math', 'sortings']",1158,1250.0,1667,C
Maximum Balanced Circle,PROGRAMMING,2000,"['constructive algorithms', 'dp', 'greedy', 'two pointers']",1157,,2344,F
Minimum Array,PROGRAMMING,1700,"['binary search', 'data structures', 'greedy']",1157,,7951,E
N Problems During K Days,PROGRAMMING,1900,"['constructive algorithms', 'greedy', 'math']",1157,,3456,D
Increasing Subsequence (hard version),PROGRAMMING,1700,['greedy'],1157,,7592,C2
Increasing Subsequence (easy version),PROGRAMMING,1300,['greedy'],1157,,12170,C1
Long Number,PROGRAMMING,1300,['greedy'],1157,,14210,B
Match Points,PROGRAMMING,2000,"['binary search', 'greedy', 'sortings', 'ternary search', 'two pointers']",1156,,5705,C
Beautiful Array,PROGRAMMING,1900,"['brute force', 'data structures', 'divide and conquer', 'dp', 'greedy']",1155,,6615,D
Shovels Shop,PROGRAMMING,2100,"['dp', 'greedy', 'sortings']",1154,,2504,F
Walking Robot,PROGRAMMING,1500,['greedy'],1154,,9584,D
Serval and Rooted Tree,PROGRAMMING,1900,"['binary search', 'dfs and similar', 'dp', 'greedy', 'trees']",1153,1750.0,4668,D
Serval and Parenthesis Sequence,PROGRAMMING,1700,"['greedy', 'strings']",1153,1500.0,7115,C
Serval and Toy Bricks,PROGRAMMING,1200,"['constructive algorithms', 'greedy']",1153,1000.0,8803,B
Neko and Aki's Prank,PROGRAMMING,2100,"['dp', 'greedy', 'trees']",1152,2000.0,2232,D
Stas and the Queue at the Buffet,PROGRAMMING,1600,"['greedy', 'math', 'sortings']",1151,1750.0,8028,D
Abandoning Roads,PROGRAMMING,3000,"['brute force', 'dp', 'graphs', 'greedy']",1149,2500.0,640,D
Earth Wind and Fire,PROGRAMMING,2300,"['constructive algorithms', 'greedy', 'math', 'sortings', 'two pointers']",1148,2250.0,1646,E
Dirty Deeds Done Dirt Cheap,PROGRAMMING,1800,"['greedy', 'sortings']",1148,1750.0,4796,D
Another One Bites The Dust,PROGRAMMING,800,['greedy'],1148,500.0,14540,A
Two Merged Sequences,PROGRAMMING,2400,"['dp', 'greedy']",1144,,1724,G
Equalize Them All,PROGRAMMING,1400,"['constructive algorithms', 'greedy']",1144,,9866,D
Privatization of Roads in Treeland,PROGRAMMING,1900,"['binary search', 'constructive algorithms', 'dfs and similar', 'graphs', 'greedy', 'trees']",1141,,2170,G
Same Sum Blocks (Hard),PROGRAMMING,1900,"['data structures', 'greedy']",1141,,4026,F2
Same Sum Blocks (Easy),PROGRAMMING,1900,['greedy'],1141,,3707,F1
Minimum Triangulation,PROGRAMMING,1200,"['dp', 'greedy', 'math']",1140,,12325,D
Circus,PROGRAMMING,1800,"['brute force', 'greedy', 'math', 'strings']",1138,1000.0,3785,B
Train Car Selection,PROGRAMMING,2700,"['data structures', 'greedy']",1137,2500.0,481,E
Camp Schedule,PROGRAMMING,1600,"['greedy', 'hashing', 'strings']",1137,750.0,5621,B
Nastya Is Buying Lunch,PROGRAMMING,1800,['greedy'],1136,2000.0,3604,D
Spanning Tree with One Fixed Degree,PROGRAMMING,1900,"['constructive algorithms', 'dfs and similar', 'dsu', 'graphs', 'greedy']",1133,,2935,F2
Knapsack,PROGRAMMING,2300,"['dfs and similar', 'dp', 'greedy']",1132,,1390,E
Stressful Training,PROGRAMMING,2300,"['binary search', 'greedy']",1132,,1811,D
Discounts,PROGRAMMING,900,"['greedy', 'sortings']",1132,,12540,B
String Multiplication,PROGRAMMING,2300,"['dp', 'greedy', 'strings']",1131,2500.0,1117,E
Gourmet choice,PROGRAMMING,2000,"['dfs and similar', 'dp', 'dsu', 'graphs', 'greedy']",1131,2000.0,2995,D
Birthday,PROGRAMMING,1200,"['binary search', 'greedy', 'sortings']",1131,1500.0,14288,C
Two Cakes,PROGRAMMING,1200,['greedy'],1130,1000.0,7686,B
Toy Train,PROGRAMMING,1800,"['brute force', 'greedy']",1129,250.0,3842,A2
Toy Train (Simplified),PROGRAMMING,1700,"['brute force', 'greedy']",1129,250.0,3752,A1
Secret Letters,PROGRAMMING,3100,"['data structures', 'dp', 'greedy']",1120,3000.0,240,F
Power Tree,PROGRAMMING,2500,"['dfs and similar', 'dp', 'dsu', 'graphs', 'greedy', 'trees']",1120,2000.0,1238,D
Pavel and Triangles,PROGRAMMING,1900,"['brute force', 'dp', 'fft', 'greedy', 'ternary search']",1119,2500.0,4706,E
Alyona and a Narrow Fridge,PROGRAMMING,1300,"['binary search', 'flows', 'greedy', 'sortings']",1119,1000.0,9620,B
Coffee and Coursework (Hard Version),PROGRAMMING,1700,"['binary search', 'greedy']",1118,,5864,D2
Coffee and Coursework (Easy version),PROGRAMMING,1700,"['brute force', 'greedy']",1118,,5316,D1
Emotes,PROGRAMMING,1000,"['greedy', 'math', 'sortings']",1117,,13588,B
Yet Another Array Partitioning Task,PROGRAMMING,1500,"['constructive algorithms', 'greedy', 'sortings']",1114,1250.0,8829,B
Sasha and His Trip,PROGRAMMING,900,"['dp', 'greedy', 'math']",1113,500.0,16907,A
Tape,PROGRAMMING,1400,"['greedy', 'sortings']",1110,1000.0,10452,B
MST Unification,PROGRAMMING,2100,"['binary search', 'dsu', 'graphs', 'greedy']",1108,,2532,F
Diverse Garland,PROGRAMMING,1400,"['constructive algorithms', 'dp', 'greedy']",1108,,14623,D
Nice Garland,PROGRAMMING,1300,"['brute force', 'greedy', 'math']",1108,,11684,C
Brutality,PROGRAMMING,1300,"['greedy', 'sortings', 'two pointers']",1107,,9604,C
Digits Sequence Dividing,PROGRAMMING,900,"['greedy', 'strings']",1107,,11849,A
Lunar New Year and a Wander,PROGRAMMING,1500,"['data structures', 'dfs and similar', 'graphs', 'greedy', 'shortest paths']",1106,1500.0,13733,D
Balanced Ternary String,PROGRAMMING,1500,"['greedy', 'strings']",1102,,7780,D
Array K-Coloring,PROGRAMMING,1400,"['greedy', 'sortings']",1102,,10116,B
Ivan and Burgers,PROGRAMMING,2500,"['data structures', 'divide and conquer', 'greedy', 'math']",1100,2500.0,2028,F
Construct a tree,PROGRAMMING,2400,"['binary search', 'constructive algorithms', 'dfs and similar', 'graphs', 'greedy', 'trees']",1098,1500.0,860,C
Nice table,PROGRAMMING,2100,"['brute force', 'constructive algorithms', 'greedy', 'math']",1098,1000.0,1463,B
Sum in the tree,PROGRAMMING,1600,"['constructive algorithms', 'dfs and similar', 'greedy', 'trees']",1098,500.0,8318,A
Egor and an RPG game,PROGRAMMING,3400,"['constructive algorithms', 'greedy']",1097,2750.0,452,E
Make It Connected,PROGRAMMING,1900,"['dsu', 'graphs', 'greedy']",1095,,5615,F
Powers Of Two,PROGRAMMING,1400,"['bitmasks', 'greedy']",1095,,15390,C
Mishka and the Last Exam,PROGRAMMING,1300,['greedy'],1093,,9119,C
Letters Rearranging,PROGRAMMING,900,"['constructive algorithms', 'greedy', 'sortings', 'strings']",1093,,15909,B
Minimal Diameter Forest,PROGRAMMING,2000,"['constructive algorithms', 'dfs and similar', 'greedy', 'trees']",1092,,1603,E
New Year and the Mallard Expedition,PROGRAMMING,2600,"['constructive algorithms', 'greedy']",1091,3000.0,777,F
Berland University,PROGRAMMING,2000,"['greedy', 'math']",1090,,1240,L
Company Merging,PROGRAMMING,1300,['greedy'],1090,,4025,A
Ehab and a component choosing problem,PROGRAMMING,2400,"['dp', 'greedy', 'math', 'trees']",1088,2500.0,1379,E
Ehab and a 2-operation task,PROGRAMMING,1400,"['constructive algorithms', 'greedy', 'math']",1088,1500.0,7912,C
The Fair Nut and Strings,PROGRAMMING,2000,"['greedy', 'strings']",1083,1000.0,1834,B
Increasing Frequency,PROGRAMMING,2000,"['binary search', 'dp', 'greedy']",1082,,3890,E
Multi-Subject Competition,PROGRAMMING,1600,"['greedy', 'sortings']",1082,,5484,C
Vova and Trophies,PROGRAMMING,1600,['greedy'],1082,,7385,B
Thematic Contests,PROGRAMMING,1800,"['greedy', 'sortings']",1077,,4323,E
Disturbed People,PROGRAMMING,1000,['greedy'],1077,,18157,B
Summer Practice Report,PROGRAMMING,2500,"['dp', 'greedy']",1076,,618,F
Edge Deletion,PROGRAMMING,1800,"['graphs', 'greedy', 'shortest paths']",1076,,4852,D
Minimizing the String,PROGRAMMING,1200,"['greedy', 'strings']",1076,,12790,A
Choosing Two Paths,PROGRAMMING,2500,"['dfs and similar', 'dp', 'greedy', 'trees']",1073,,516,F
Berland Fair,PROGRAMMING,1700,"['binary search', 'brute force', 'data structures', 'greedy']",1073,,6283,D
Debate,PROGRAMMING,1500,['greedy'],1070,,3564,F
Garbage Disposal,PROGRAMMING,1300,['greedy'],1070,,4838,D
Cloud Computing,PROGRAMMING,2000,"['data structures', 'greedy']",1070,,1988,C
Berkomnadzor,PROGRAMMING,2400,"['data structures', 'greedy']",1070,,459,B
Heaters,PROGRAMMING,1500,"['greedy', 'two pointers']",1066,,8008,B
Make It Equal,PROGRAMMING,1600,['greedy'],1065,,7494,C
Company,PROGRAMMING,2300,"['binary search', 'data structures', 'dfs and similar', 'greedy', 'trees']",1062,2500.0,1692,E
Social Circles,PROGRAMMING,1900,"['greedy', 'math']",1060,1500.0,3549,D
Maximum Sum of Digits,PROGRAMMING,1100,['greedy'],1060,750.0,8751,B
Split the Tree,PROGRAMMING,2400,"['binary search', 'data structures', 'dp', 'greedy', 'trees']",1059,2500.0,1332,E
Decorate Apple Tree,PROGRAMMING,1600,"['constructive algorithms', 'dfs and similar', 'dp', 'graphs', 'greedy', 'sortings', 'trees']",1056,2000.0,5554,D
New Road Network,PROGRAMMING,3300,"['constructive algorithms', 'greedy', 'math']",1054,3000.0,248,G
Distinctification,PROGRAMMING,2900,"['data structures', 'dsu', 'greedy']",1051,,340,G
Space Formula,PROGRAMMING,1400,['greedy'],1046,,3024,C
"Train Hard, Win Easy",PROGRAMMING,1900,"['constructive algorithms', 'greedy', 'math', 'sortings']",1043,2250.0,2675,E
Leaf Sets,PROGRAMMING,2400,"['data structures', 'dfs and similar', 'dsu', 'graphs', 'greedy', 'sortings', 'trees']",1042,2750.0,1199,F
Array Product,PROGRAMMING,1700,"['constructive algorithms', 'greedy', 'math']",1042,1500.0,4616,C
Tree Reconstruction,PROGRAMMING,1900,"['constructive algorithms', 'data structures', 'graphs', 'greedy']",1041,2500.0,3484,E
Coffee Break,PROGRAMMING,1600,"['binary search', 'data structures', 'greedy', 'two pointers']",1041,1500.0,9184,C
Shashlik Cooking,PROGRAMMING,1300,"['dp', 'greedy', 'math']",1040,1000.0,7004,B
Palindrome Dance,PROGRAMMING,1000,['greedy'],1040,500.0,9288,A
Timetable,PROGRAMMING,2300,"['constructive algorithms', 'data structures', 'greedy', 'math']",1039,750.0,770,A
Gambling,PROGRAMMING,1300,"['greedy', 'sortings']",1038,1500.0,9316,C
Equalize,PROGRAMMING,1300,"['dp', 'greedy', 'strings']",1037,1000.0,18207,C
Reach Median,PROGRAMMING,1300,['greedy'],1037,750.0,10153,B
Packets,PROGRAMMING,1300,"['constructive algorithms', 'greedy', 'math']",1037,500.0,10838,A
Vasya and Arrays,PROGRAMMING,1600,"['greedy', 'two pointers']",1036,,8878,D
Minimum path,PROGRAMMING,1900,['greedy'],1031,2000.0,2609,D
Cram Time,PROGRAMMING,1600,['greedy'],1031,1500.0,5099,C
Tree with Small Distances,PROGRAMMING,2100,"['dp', 'graphs', 'greedy']",1029,,2736,E
Maximal Intersection,PROGRAMMING,1600,"['greedy', 'math', 'sortings']",1029,,7038,C
